subtype	FDR	geom_mean_c1	geom_mean_c2	fold_change	probe_set	description	gene_symbol
HY	< 1e-07	2.1868176	0.7804099	2.8021397	213005_s_at	KN motif and ankyrin repeat domains 1	KANK1
HY	< 1e-07	2.1827183	0.780874	2.7952247	226733_at	"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 2"	PFKFB2
HY	0.0000025	2.1529086	0.784284	2.7450624	204115_at	"guanine nucleotide binding protein (G protein), gamma 11"	GNG11
HY	0.0000025	2.1354943	0.786305	2.7158601	204794_at	dual specificity phosphatase 2	DUSP2
HY	0.0001394	2.126118	0.7874021	2.700168	202411_at	"interferon, alpha-inducible protein 27"	IFI27
HY	0.0022891	2.1070081	0.7896581	2.6682537	214070_s_at	"ATPase, class V, type 10B"	ATP10B
HY	0.0000068	2.0977623	0.7907593	2.6528457	202431_s_at	v-myc myelocytomatosis viral oncogene homolog (avian)	MYC
HY	0.0001268	2.0182991	0.8004947	2.5213146	207480_s_at	Meis homeobox 2	MEIS2
HY	0.003862	2.0115297	0.8013474	2.5101843	208712_at	cyclin D1	CCND1
HY	< 1e-07	1.9921817	0.8038054	2.4784378	222365_at	Transcribed locus	
HY	0.0001268	1.9915039	0.803892	2.4773275	238029_s_at	"solute carrier family 16, member 14 (monocarboxylic acid transporter 14)"	SLC16A14
HY	0.0000167	1.9749926	0.8060156	2.4503155	238605_at	nucleolar protein 4	NOL4
HY	0.0000167	1.9742624	0.8061101	2.4491226	213737_x_at	"golgi autoantigen, golgin subfamily a, 9 pseudogene"	GOLGA9P
HY	0.0000292	1.9703597	0.8066157	2.4427491	219073_s_at	oxysterol binding protein-like 10	OSBPL10
HY	0.000341	1.9587031	0.8081337	2.4237366	1569454_a_at	hypothetical protein LOC283352	LOC283352
PRL3	0.0401415	17.7417336	0.9201432	19.2814919	200953_s_at	cyclin D2	CCND2
PRL3	0.0079625	14.4896027	0.9255509	15.6551125	206574_s_at	"protein tyrosine phosphatase type IVA, member 3 /// similar to protein tyrosine phosphatase type IVA, member 3"	LOC100131062 /// PTP4A3
PRL3	0.0147225	14.0022005	0.9264678	15.1135313	209695_at	"protein tyrosine phosphatase type IVA, member 3 /// similar to protein tyrosine phosphatase type IVA, member 3"	LOC100131062 /// PTP4A3
PRL3	< 1e-07	9.1313678	0.9380007	9.7349268	204469_at	"protein tyrosine phosphatase, receptor-type, Z polypeptide 1"	PTPRZ1
PRL3	< 1e-07	5.6432704	0.9511555	5.9330682	227697_at	suppressor of cytokine signaling 3	SOCS3
PRL3	0.0257985	5.6056028	0.9513398	5.8923243	217865_at	ring finger protein 130	RNF130
PRL3	0.018291	4.2215237	0.9591789	4.401185	209183_s_at	chromosome 10 open reading frame 10	C10orf10
PRL3	0.0009896	3.9471646	0.961046	4.1071548	218788_s_at	SET and MYND domain containing 3	SMYD3
PRL3	0.027395	3.6803418	0.9629945	3.8217681	228051_at	KIAA1244	KIAA1244
PRL3	0.0257985	3.5582122	0.9639355	3.6913387	219195_at	"peroxisome proliferator-activated receptor gamma, coactivator 1 alpha"	PPARGC1A
PRL3	0.0000682	3.1020697	0.96777	3.2053791	213155_at	WSC domain containing 1	WSCD1
PRL3	0.0217991	3.0240382	0.9684837	3.122446	213924_at	Metallophosphoesterase 1	MPPE1
PRL3	0.0025389	2.3124126	0.9760327	2.369196	241762_at	F-box protein 32	FBXO32
PRL3	0.018291	2.2323109	0.9770289	2.2847951	213693_s_at	"mucin 1, cell surface associated"	MUC1
PRL3	0.0003185	2.0557214	0.9793618	2.0990418	1561937_x_at	Immunoglobulin heavy constant mu	IGHG1
PRL3	0.000663	2.0455104	0.9795029	2.0883148	230102_at	Ets variant gene 5 (ets-related molecule)	ETV5
PRL3	0.0045417	1.6609623	0.9854238	1.685531	233263_at	"CDNA FLJ12236 fis, clone MAMMA1001244"	
PRL3	< 1e-07	1.6080085	0.9863482	1.6302646	241749_at	muscle-restricted coiled-coil protein	MURC
PR	< 1e-07	12.7305192	0.8823955	14.4272253	232231_at	runt-related transcription factor 2	RUNX2
PR	< 1e-07	6.9484585	0.9090665	7.6435096	210432_s_at	"sodium channel, voltage-gated, type III, alpha subunit"	SCN3A
PR	< 1e-07	6.5748983	0.9115405	7.2129528	206640_x_at		Multiple Gene Symbols
PR	0.0000058	6.4212754	0.912601	7.0362356	203213_at	"cell division cycle 2, G1 to S and G2 to M"	CDC2
PR	< 1e-07	6.2159658	0.9140606	6.8003869	206102_at	GINS complex subunit 1 (Psf1 homolog)	GINS1
PR	< 1e-07	6.1838597	0.9142934	6.7635396	208235_x_at	G antigen 7 /// G antigen 12I /// G antigen 12G /// G antigen 12J /// G antigen 12F	GAGE12F /// GAGE12G /// GAGE12I /// GAGE12J /// GAGE7
PR	< 1e-07	6.1623771	0.9144499	6.7388897	201292_at	topoisomerase (DNA) II alpha 170kDa	TOP2A
PR	< 1e-07	5.9527084	0.916008	6.498533	207739_s_at		Multiple Gene Symbols
PR	0.0129174	5.8605997	0.9167108	6.3930736	214070_s_at	"ATPase, class V, type 10B"	ATP10B
PR	< 1e-07	5.8468777	0.9168165	6.3773697	201291_s_at	topoisomerase (DNA) II alpha 170kDa	TOP2A
PR	0.0026989	5.7650172	0.9174525	6.2837231	209942_x_at	"melanoma antigen family A, 3"	MAGEA3
PR	0.0000058	5.2914968	0.9213278	5.7433379	218585_s_at	denticleless homolog (Drosophila)	DTL
PR	< 1e-07	5.2905196	0.9213362	5.742225	203755_at	BUB1 budding uninhibited by benzimidazoles 1 homolog beta (yeast)	BUB1B
PR	< 1e-07	5.2307251	0.9218513	5.6741525	228729_at	cyclin B1	CCNB1
PR	< 1e-07	5.167109	0.9224063	5.6017712	204444_at	kinesin family member 11	KIF11
PR	0.0012459	5.0171682	0.9237431	5.4313458	238029_s_at	"solute carrier family 16, member 14 (monocarboxylic acid transporter 14)"	SLC16A14
PR	0.0127965	4.9930695	0.9239619	5.4039778	235278_at	MACRO domain containing 2	MACROD2
PR	< 1e-07	4.7248849	0.926474	5.0998571	224823_at	myosin light chain kinase	MYLK
PR	0.006207	4.6491901	0.9272101	5.0141709	214612_x_at	"melanoma antigen family A, 6"	MAGEA6
PR	0.0011972	4.6242614	0.9274553	4.9859667	201890_at	ribonucleotide reductase M2 polypeptide	RRM2
PR	< 1e-07	4.4700558	0.9290036	4.8116668	225834_at	"gastric cancer up-regulated-2 /// family with sequence similarity 72, member B /// family with sequence similarity 72, member D /// family with sequence similarity 72, member A"	FAM72A /// FAM72B /// FAM72D /// GCUD2
PR	< 1e-07	4.4496908	0.9292123	4.7886699	208079_s_at	aurora kinase A	AURKA
PR	0.0006199	4.4259396	0.9294568	4.7618559	203999_at	synaptotagmin I	SYT1
PR	0.0004989	4.370961	0.9300284	4.6998144	207165_at	hyaluronan-mediated motility receptor (RHAMM)	HMMR
PR	0.000081	4.2317502	0.9315101	4.5428927	228273_at	Transcribed locus	
PR	< 1e-07	4.1383198	0.9325334	4.4377176	219148_at	PDZ binding kinase	PBK
PR	0.0006757	4.0496315	0.9335275	4.3379885	204836_at	glycine dehydrogenase (decarboxylating)	GLDC
PR	< 1e-07	3.9102602	0.9351368	4.1814848	222848_at	centromere protein K	CENPK
PR	< 1e-07	3.8641531	0.9356824	4.1297698	242344_at	"gamma-aminobutyric acid (GABA) A receptor, beta 2"	GABRB2
PR	< 1e-07	3.862163	0.9357061	4.1275384	204962_s_at	centromere protein A	CENPA
PR	0.0019661	3.778144	0.9367188	4.0333811	204159_at	"cyclin-dependent kinase inhibitor 2C (p18, inhibits CDK4)"	CDKN2C
PR	0.0000157	3.6938121	0.9377593	3.9389766	242881_x_at	Clone HLS_IMAGE_626842 mRNA sequence	
PR	0.0000869	3.635358	0.9384953	3.8736027	202095_s_at	baculoviral IAP repeat-containing 5 (survivin)	BIRC5
PR	0.0004272	3.5452414	0.9396546	3.7729199	227212_s_at	PHD finger protein 19	PHF19
PR	0.0004762	3.4340625	0.9411282	3.6488786	225904_at	chromosome 1 open reading frame 96	C1orf96
PR	0.0086673	3.3665324	0.9420479	3.573632	201664_at	structural maintenance of chromosomes 4	SMC4
PR	0.0001385	3.2903185	0.9431094	3.4887984	208955_at	deoxyuridine triphosphatase	DUT
PR	0.0096258	3.2134252	0.9442068	3.4033065	217966_s_at	"family with sequence similarity 129, member A"	FAM129A
PR	< 1e-07	3.2042447	0.9443397	3.393106	235048_at	KIAA0888 protein	KIAA0888
PR	0.0046178	3.1524693	0.9450966	3.3356055	202503_s_at	KIAA0101	KIAA0101
PR	< 1e-07	3.0358293	0.9468506	3.2062391	208155_x_at	G antigen 1 /// G antigen 4 /// G antigen 5 /// G antigen 6 /// G antigen 7 /// G antigen 12I /// G antigen 12G /// G antigen 12J /// G antigen 12F	GAGE1 /// GAGE12F /// GAGE12G /// GAGE12I /// GAGE12J /// GAGE4 /// GAGE5 /// GAGE6 /// GAGE7
PR	0.0035173	3.0127465	0.9472061	3.1806665	203302_at	deoxycytidine kinase	DCK
PR	0.000081	2.9898756	0.9475611	3.155338	204641_at	NIMA (never in mitosis gene a)-related kinase 2	NEK2
PR	< 1e-07	2.9769859	0.9477625	3.1410676	207086_x_at		Multiple Gene Symbols
PR	0.0000111	2.9628944	0.9479836	3.12547	205339_at	SCL/TAL1 interrupting locus	STIL
PR	< 1e-07	2.9585319	0.9480523	3.1206419	222740_at	"ATPase family, AAA domain containing 2"	ATAD2
PR	< 1e-07	2.9357499	0.9484128	3.0954346	209709_s_at	hyaluronan-mediated motility receptor (RHAMM)	HMMR
PR	0.0076895	2.9124171	0.9487851	3.0696277	226651_at	homer homolog 1 (Drosophila)	HOMER1
PR	0.0020616	2.8628754	0.949586	3.0148669	222077_s_at	Rac GTPase activating protein 1	RACGAP1
PR	0.0108184	2.853924	0.9497323	3.0049774	212533_at	WEE1 homolog (S. pombe)	WEE1
MS	< 1e-07	91.0874745	0.5952459	153.0249603	204379_s_at	"fibroblast growth factor receptor 3 (achondroplasia, thanatophoric dwarfism)"	FGFR3
MS	< 1e-07	30.8275208	0.6742144	45.7236193	222777_s_at	Wolf-Hirschhorn syndrome candidate 1	WHSC1
MS	< 1e-07	24.6137058	0.6918929	35.5744443	200953_s_at	cyclin D2	CCND2
MS	< 1e-07	16.990403	0.722018	23.5318283	217901_at	Desmoglein 2	DSG2
MS	< 1e-07	16.2544612	0.7257036	22.398211	201387_s_at	ubiquitin carboxyl-terminal esterase L1 (ubiquitin thiolesterase)	UCHL1
MS	< 1e-07	15.636883	0.7289429	21.4514503	212190_at	"serpin peptidase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 2"	SERPINE2
MS	< 1e-07	14.992185	0.7324804	20.4676937	222778_s_at	Wolf-Hirschhorn syndrome candidate 1	WHSC1
MS	< 1e-07	13.2451076	0.7429903	17.826756	217963_s_at	nerve growth factor receptor (TNFRSF16) associated protein 1	NGFRAP1
MS	< 1e-07	12.3723007	0.7488369	16.5220239	209053_s_at	Wolf-Hirschhorn syndrome candidate 1	WHSC1
MS	< 1e-07	12.2142485	0.7499447	16.2868649	212771_at	chromosome 10 open reading frame 38	C10orf38
MS	< 1e-07	10.8417073	0.7602944	14.2598806	200951_s_at	cyclin D2	CCND2
MS	< 1e-07	10.2224995	0.765453	13.3548367	221841_s_at	Kruppel-like factor 4 (gut)	KLF4
MS	< 1e-07	9.9576773	0.7677666	12.9696672	204563_at	selectin L (lymphocyte adhesion molecule 1)	SELL
MS	< 1e-07	9.9078025	0.76821	12.8972577	209054_s_at	Wolf-Hirschhorn syndrome candidate 1	WHSC1
MS	< 1e-07	8.9417648	0.7773255	11.5032439	205830_at	calmegin	CLGN
MS	< 1e-07	7.6126487	0.7918424	9.6138432	209695_at	"protein tyrosine phosphatase type IVA, member 3 /// similar to protein tyrosine phosphatase type IVA, member 3"	LOC100131062 /// PTP4A3
MS	< 1e-07	7.5868329	0.7921517	9.5774999	206574_s_at	"protein tyrosine phosphatase type IVA, member 3 /// similar to protein tyrosine phosphatase type IVA, member 3"	LOC100131062 /// PTP4A3
MS	< 1e-07	7.3007674	0.7956603	9.1757347	200602_at	"amyloid beta (A4) precursor protein (peptidase nexin-II, Alzheimer disease)"	APP
MS	< 1e-07	6.7625067	0.8026978	8.4247231	201666_at	TIMP metallopeptidase inhibitor 1	TIMP1
MS	< 1e-07	6.6296595	0.8045311	8.240402	209309_at	"alpha-2-glycoprotein 1, zinc-binding"	AZGP1
MS	< 1e-07	6.5978373	0.8049763	8.1963124	204517_at	peptidylprolyl isomerase C (cyclophilin C)	PPIC
MS	0.000005	6.0063779	0.8137165	7.3814137	225681_at	collagen triple helix repeat containing 1	CTHRC1
MS	< 1e-07	5.8165524	0.8167267	7.1217852	225710_at	"guanine nucleotide binding protein (G protein), beta polypeptide 4"	GNB4
MS	< 1e-07	5.7844719	0.8172463	7.0780036	201163_s_at	insulin-like growth factor binding protein 7	IGFBP7
MS	< 1e-07	5.1790156	0.827702	6.2571016	202620_s_at	"procollagen-lysine, 2-oxoglutarate 5-dioxygenase 2"	PLOD2
MS	< 1e-07	5.1291309	0.8286237	6.1899402	201360_at	cystatin C	CST3
MS	< 1e-07	5.0173442	0.8307258	6.0397116	221261_x_at	"melanoma antigen family D, 4B /// melanoma antigen family D, 4"	MAGED4 /// MAGED4B
MS	0.0000505	4.668134	0.8376453	5.5729242	204777_s_at	"mal, T-cell differentiation protein"	MAL
MS	< 1e-07	4.6149968	0.8387487	5.5022401	217867_x_at	beta-site APP-cleaving enzyme 2	BACE2
MS	< 1e-07	4.4949231	0.841295	5.342862	209656_s_at	transmembrane protein 47	TMEM47
MS	< 1e-07	4.4935322	0.841325	5.3410185	205120_s_at	"sarcoglycan, beta (43kDa dystrophin-associated glycoprotein)"	SGCB
MS	< 1e-07	4.4243187	0.8428279	5.2493738	223253_at	ependymin related protein 1 (zebrafish)	EPDR1
MS	0.0000418	4.3400288	0.8446941	5.1379888	225673_at	myeloid-associated differentiation marker	MYADM
MS	< 1e-07	4.3327382	0.8448574	5.1283662	223125_s_at	chromosome 1 open reading frame 21	C1orf21
MS	< 1e-07	4.3156385	0.8452416	5.1058044	205352_at	"serpin peptidase inhibitor, clade I (neuroserpin), member 1"	SERPINI1
MS	0.0001309	4.2685593	0.8463084	5.0437398	221911_at	ets variant gene 1	ETV1
MS	0.0000115	4.2651543	0.846386	5.0392542	201029_s_at	CD99 molecule	CD99
MS	0.0000285	4.221877	0.8473791	4.9822764	203186_s_at	S100 calcium binding protein A4	S100A4
MS	0.0000458	4.2077465	0.8477058	4.9636871	202242_at	tetraspanin 7	TSPAN7
MS	< 1e-07	3.9743988	0.8532852	4.6577612	220532_s_at	transmembrane protein 176B	TMEM176B
MS	< 1e-07	3.827717	0.8569827	4.4665042	205141_at	"angiogenin, ribonuclease, RNase A family, 5"	ANG
MS	< 1e-07	3.8099953	0.8574401	4.4434534	213194_at	"roundabout, axon guidance receptor, homolog 1 (Drosophila)"	ROBO1
MS	< 1e-07	3.7246163	0.8596775	4.3325738	214953_s_at	"amyloid beta (A4) precursor protein (peptidase nexin-II, Alzheimer disease)"	APP
MS	< 1e-07	3.7184539	0.8598412	4.324582	218345_at	transmembrane protein 176A	TMEM176A
MS	0.0000026	3.7101499	0.8600623	4.3138154	221297_at	"G protein-coupled receptor, family C, group 5, member D"	GPRC5D
MS	0.0001428	3.6512574	0.8616461	4.2375373	217967_s_at	"family with sequence similarity 129, member A"	FAM129A
MS	0.0000932	3.6158811	0.8626112	4.1917855	235400_at	Fc receptor-like A	FCRLA
MS	< 1e-07	3.6096807	0.8627815	4.1837718	204518_s_at	peptidylprolyl isomerase C (cyclophilin C)	PPIC
MS	0.0000072	3.583168	0.8635131	4.1495235	203408_s_at	SATB homeobox 1	SATB1
MS	< 1e-07	3.5171826	0.8653606	4.0644128	205413_at	metallophosphoesterase domain containing 2	MPPED2
MF	< 1e-07	32.4179625	0.8226904	39.4048138	205898_at	chemokine (C-X3-C motif) receptor 1	CX3CR1
MF	< 1e-07	27.1565039	0.8309055	32.6830235	200953_s_at	cyclin D2	CCND2
MF	< 1e-07	25.9709431	0.8329891	31.178012	204589_at	"NUAK family, SNF1-like kinase, 1"	NUAK1
MF	< 1e-07	20.1071598	0.845035	23.7944686	212724_at	Rho family GTPase 3	RND3
MF	< 1e-07	16.7306656	0.8537958	19.595628	200951_s_at	cyclin D2	CCND2
MF	< 1e-07	12.8104867	0.8666812	14.7810837	221698_s_at	"C-type lectin domain family 7, member A"	CLEC7A
MF	< 1e-07	12.5665386	0.8676166	14.4839773	205718_at	"integrin, beta 7"	ITGB7
MF	< 1e-07	12.4488454	0.8680747	14.340753	200762_at	dihydropyrimidinase-like 2	DPYSL2
MF	< 1e-07	11.4515132	0.8721514	13.1301903	33323_r_at	stratifin	SFN
MF	< 1e-07	10.1698317	0.8779788	11.583231	211986_at	AHNAK nucleoprotein	AHNAK
MF	< 1e-07	9.9069384	0.8792699	11.2672324	206167_s_at	Rho GTPase activating protein 6	ARHGAP6
MF	< 1e-07	9.6881313	0.8803724	11.0045836	221648_s_at	NA	NA
MF	< 1e-07	9.371836	0.8820134	10.625503	1554406_a_at	"C-type lectin domain family 7, member A"	CLEC7A
MF	< 1e-07	9.1888678	0.8829896	10.4065413	200965_s_at	actin binding LIM protein 1	ABLIM1
MF	< 1e-07	8.9573851	0.8842545	10.129872	204237_at	"GULP, engulfment adaptor PTB domain containing 1"	GULP1
MF	< 1e-07	8.788301	0.8852005	9.9280347	205286_at	transcription factor AP-2 gamma (activating enhancer binding protein 2 gamma)	TFAP2C
MF	< 1e-07	8.4701264	0.8870338	9.5488203	33322_i_at	stratifin	SFN
MF	< 1e-07	7.8577136	0.8907767	8.8211931	213348_at	"cyclin-dependent kinase inhibitor 1C (p57, Kip2)"	CDKN1C
MF	< 1e-07	7.7709107	0.8913321	8.7183117	209170_s_at	glycoprotein M6B	GPM6B
MF	< 1e-07	7.5429928	0.892822	8.4484846	230740_at	NA	NA
MF	< 1e-07	7.4636152	0.8933521	8.354618	218935_at	EH-domain containing 3	EHD3
MF	< 1e-07	7.2325655	0.8949296	8.0817145	203304_at	BMP and activin membrane-bound inhibitor homolog (Xenopus laevis)	BAMBI
MF	< 1e-07	6.7542879	0.8983714	7.5183689	203761_at	Src-like-adaptor	SLA
MF	< 1e-07	6.4557749	0.9006527	7.1678851	226545_at	CD109 molecule	CD109
MF	< 1e-07	6.3796516	0.9012523	7.0786523	204235_s_at	"GULP, engulfment adaptor PTB domain containing 1"	GULP1
MF	< 1e-07	6.1162147	0.9033872	6.770314	219010_at	chromosome 1 open reading frame 106	C1orf106
MF	3.70E-06	6.041664	0.9040089	6.6831905	203037_s_at	metastasis suppressor 1	MTSS1
MF	0.000207	5.7861966	0.9062029	6.3851004	229437_at	microRNA host gene 2 (non-protein coding)	MIRHG2
MF	1.40E-06	5.6786417	0.9071574	6.2598196	226875_at	dedicator of cytokinesis 11	DOCK11
MF	1.40E-06	5.6126822	0.9077522	6.1830551	229391_s_at	"family with sequence similarity 26, member F"	FAM26F
MF	< 1e-07	5.4784081	0.9089863	6.0269423	231259_s_at	cyclin D2	CCND2
MF	1.09E-05	5.4197321	0.9095357	5.9587901	34210_at	CD52 molecule	CD52
MF	1.24E-05	5.3267016	0.9104196	5.8508203	221059_s_at	carbohydrate (N-acetylglucosamine 6-O) sulfotransferase 6	CHST6
MF	< 1e-07	5.3011289	0.9106655	5.8211594	218501_at	Rho guanine nucleotide exchange factor (GEF) 3	ARHGEF3
MF	1.40E-06	4.8550385	0.9151678	5.30508	201125_s_at	"integrin, beta 5"	ITGB5
MF	3.09E-05	4.8252006	0.9154844	5.270653	226068_at	spleen tyrosine kinase	SYK
MF	0.000246	4.7462252	0.9163325	5.1795886	205081_at	cysteine-rich protein 1 (intestinal)	CRIP1
MF	3.70E-06	4.6697749	0.9171677	5.091517	227792_at	"inositol 1,4,5-triphosphate receptor interacting protein-like 2"	ITPRIPL2
MF	7.00E-04	4.4617814	0.9195153	4.852319	202207_at	ADP-ribosylation factor-like 4C	ARL4C
MF	0.000688	4.4160869	0.9200465	4.7998521	226961_at	proline rich 15	PRR15
MF	0.001045	4.3344696	0.9210099	4.7062137	224833_at	v-ets erythroblastosis virus E26 oncogene homolog 1 (avian)	ETS1
MF	< 1e-07	4.1758167	0.9229388	4.5244783	221122_at	HRAS-like suppressor 2	HRASLS2
MF	2.70E-06	4.0059912	0.9250913	4.330374	205141_at	"angiogenin, ribonuclease, RNase A family, 5"	ANG
MF	< 1e-07	3.9053112	0.9264133	4.215517	204790_at	SMAD family member 7	SMAD7
MF	< 1e-07	3.8309718	0.9274128	4.130816	204070_at	retinoic acid receptor responder (tazarotene induced) 3	RARRES3
MF	8.89E-05	3.7567963	0.9284307	4.0463938	225188_at	Ras association (RalGDS/AF-6) and pleckstrin homology domains 1	RAPH1
MF	1.64E-05	3.6966543	0.9292718	3.9780121	219155_at	"phosphatidylinositol transfer protein, cytoplasmic 1"	PITPNC1
MF	0.001046	3.6911341	0.9293497	3.9717388	204328_at	transmembrane channel-like 6	TMC6
MF	0.003549	3.5348771	0.9316078	3.7943834	209737_at	"membrane associated guanylate kinase, WW and PDZ domain containing 2"	MAGI2
MF	1.40E-06	3.3897193	0.9338021	3.630019	225328_at	NA	NA
LB	< 1e-07	11.9626893	0.8850994	13.5156457	205590_at	RAS guanyl releasing protein 1 (calcium and DAG-regulated)	RASGRP1
LB	< 1e-07	10.2437858	0.8918775	11.4856416	227949_at	phosphatase and actin regulator 3	PHACTR3
LB	< 1e-07	9.2886161	0.8961812	10.3646625	211986_at	AHNAK nucleoprotein	AHNAK
LB	0.0000834	7.2141518	0.9073904	7.9504388	202207_at	ADP-ribosylation factor-like 4C	ARL4C
LB	0.002091	6.7039539	0.9106695	7.3615665	212724_at	Rho family GTPase 3	RND3
LB	< 1e-07	6.4016507	0.9127383	7.0136757	202206_at	ADP-ribosylation factor-like 4C	ARL4C
LB	0.0000386	5.7839368	0.9173046	6.3053608	226875_at	dedicator of cytokinesis 11	DOCK11
LB	< 1e-07	5.545191	0.9192083	6.0325727	226560_at	NA	NA
LB	0.003144	4.6615995	0.9270886	5.0282137	205159_at	"colony stimulating factor 2 receptor, beta, low-affinity (granulocyte-macrophage)"	CSF2RB
LB	0.011208	4.5292083	0.9284032	4.878493	210538_s_at	baculoviral IAP repeat-containing 3	BIRC3
LB	0.004811	4.4464254	0.9292458	4.7849831	226961_at	proline rich 15	PRR15
LB	0.000462	4.3082399	0.9306897	4.6290829	230499_at	NA	NA
LB	0.002075	4.0360969	0.9336812	4.3227784	226333_at	interleukin 6 receptor	IL6R
LB	0.007207	3.8363407	0.9360149	4.0985893	44783_s_at	hairy/enhancer-of-split related with YRPW motif 1	HEY1
LB	0.000321	3.5586017	0.9394808	3.7878388	221122_at	HRAS-like suppressor 2	HRASLS2
LB	0.001088	3.4386437	0.9410665	3.653986	230740_at	NA	NA
LB	0.0000298	3.4271879	0.9412209	3.6412152	206595_at	cystatin E/M	CST6
LB	0.001977	3.2705056	0.9433896	3.4667604	219155_at	"phosphatidylinositol transfer protein, cytoplasmic 1"	PITPNC1
LB	0.003144	3.1804205	0.9446864	3.3666417	203767_s_at	"steroid sulfatase (microsomal), isozyme S"	STS
LB	0.004811	3.1234749	0.9455261	3.3034253	228487_s_at	ras responsive element binding protein 1	RREB1
LB	0.004811	3.0631963	0.9464328	3.2365704	211946_s_at	BAT2 domain containing 1	BAT2D1
LB	0.004127	2.7427205	0.9515905	2.8822488	218935_at	EH-domain containing 3	EHD3
LB	0.006133	2.7173033	0.9520263	2.8542313	1568964_x_at	sialophorin	SPN
LB	0.003571	2.5545398	0.9549227	2.6751273	225328_at	NA	NA
LB	0.008949	2.394175	0.9579724	2.4992108	50221_at	transcription factor EB	TFEB
